capacity,distance_km,fare_per_passenger,transport_mode_encoded,year,month_num,day_num,dow,is_weekend,quarter,week_of_year,is_holiday,lag_1,lag_7,rolling_mean_7,rolling_mean_14,rolling_max_7,rolling_min_7,rolling_std_7,route_hist_mean,modetype_hist_mean,route_month_mean,route_modetype_mean,route_encoded,mode_type_encoded,operator_encoded
0.3413301847481995,-0.09398272074982739,-0.18464993658049272,-0.0,-0.20295531031420846,0.0368587359784678,-0.02190561441921473,-0.023414749737468474,-0.0,0.0,0.06746143836752,-0.0025565863399335835,0.023304854250966702,0.4321655949683953,0.14076368828618235,0.01616539544322936,-0.06454967994754734,0.1332424236546302,0.14871005793169723,0.011291550616526582,3.395113883259146,0.1381115806041401,0.018384560917263752,-0.046442228011825064,0.0017054291733247268,-0.043309133300300375
-0.07870388354676994,0.09595483194102251,-0.007363181402855292,0.0,0.1562576282949754,-0.06941809122025983,0.020592050238873814,-0.023414749737468474,-0.0,-0.0,-0.12055589970614976,-0.0025565863399335835,-0.03797627835018319,0.15387275141482717,-0.10104067156766339,-0.006113562721339991,0.02516755293162662,-0.02606063401108917,-0.004039742157011599,-0.0013746913526461524,-0.19635047593579188,-0.0948233703646919,0.014395307129110304,0.00977295533792895,-0.03765062867263027,-0.014311760553594951
-0.07870388354676994,0.02246408626745189,0.028862671700554905,0.0,-0.20295531031420846,0.007874146742451179,-0.029632462538867196,0.0341153478975892,0.0,-0.0,0.010238770258142245,-0.0025565863399335835,0.03892553511008334,1.2206619850368383,-0.015277548860880607,-0.00014598464154462837,-0.00099997332479912,-0.017085813860907795,-0.017400941374754036,-0.0029486660054064864,-0.2341814348180815,0.24111002831144676,0.02193056428451126,-0.004762779891648753,-0.03765062867263027,-0.014311760553594951
-1.0027788337957027,0.0702330709552728,0.09792901510030357,0.0,0.1562576282949754,0.0368587359784678,-0.037359310658519655,0.022609328370577667,0.0,0.0,0.06337410493113588,-0.0025565863399335835,-0.013944461643849897,-0.4259040059884398,0.05261825661532236,0.015502331212140992,0.06628795133458135,-0.03727915919881589,0.022446677589929222,0.00411411725640711,-5.062106814879936,-0.07712876524574434,-0.035691990433260753,0.033681580814627646,0.09353623081388639,0.03980491685211063
-0.07870388354676994,0.12167659292677226,0.021177651021727778,0.0,0.1562576282949754,-0.03077197223890432,-0.04894958283799836,0.022609328370577667,0.0,-0.0,-0.06333323159677201,-0.0025565863399335835,-0.07522559424499979,0.03791739993417378,-0.2606553721608424,-0.008500593953258135,-0.09632453325892146,-0.05074138942408795,-0.04521157702394986,-0.0032961214697382725,-0.1783858543464743,-0.11146158114817986,0.023260315547229078,-0.001616325009636506,-0.11636274436454026,-0.04621768436607934
3.4915856969604695,-0.08398221535816895,-0.1803626340474493,-0.0,-0.20295531031420846,0.017535676487790055,0.059226290837136125,-0.0004027106834454054,-0.0,0.0,0.04293743774921525,-0.0025565863399335835,0.023304854250966702,0.4321655949683953,0.14076368828618235,0.01616539544322936,-0.06454967994754734,0.1332424236546302,0.14871005793169723,0.011291550616526582,14.792225203007092,0.1381115806041401,0.018384560917263752,0.00281530158474694,-0.0638880005699336,-0.0028538321126475173
-0.07870388354676994,0.02613862355113042,0.026638710732405577,0.0,-0.20295531031420846,0.017535676487790055,0.036045746478178736,0.01110330884356613,-0.0,0.0,0.03885010431283112,-0.0025565863399335835,0.017296900074383382,-0.7505789901342692,-0.14034876947493874,-0.009031045338128832,-0.027167499581224858,-0.05298509446163329,-0.009131379800177504,-0.002555628126382258,-0.2229277499432991,0.20149524073171346,0.0006545440810262086,-0.02184670041299694,0.08041754486523472,0.038277193059984296
-1.0027788337957027,-0.04735212212244021,-0.026884616567721637,0.0,0.1562576282949754,-0.011448912748226571,-0.01417876629956227,0.022609328370577667,0.0,-0.0,-0.022459897232930758,-0.0025565863399335835,-0.046387414197399834,1.7076744612555828,-0.01646870334291934,-0.007373384760407905,0.03825131605983949,-0.010354698748271765,0.0009615437207289114,-0.007035815557696742,-5.06934515024799,0.0509590479287268,-0.051058005024666626,0.03383668774543107,0.09353623081388639,0.03980491685211063
-0.07870388354676994,0.07390760823895133,0.0396612377347911,0.0,-0.20295531031420846,0.017535676487790055,0.028318898358526277,-0.011908730210456943,-0.0,0.0,0.03885010431283112,-0.0025565863399335835,-0.058403322550566475,-0.33313972480391707,0.09430866348667506,0.011126107286957718,0.07189527838952972,-0.01932951889845314,0.004920454749113534,0.0011359421033118899,-0.2233007392339673,0.21337967700563346,-0.010869966862528196,-0.002015171403131016,-0.11636274436454026,-0.04621768436607934
-1.0027788337957027,-0.04735212212244021,0.006326533889975029,0.0,0.1562576282949754,0.007874146742451179,-0.041222734718345894,0.01110330884356613,-0.0,-0.0,0.010238770258142245,-0.0025565863399335835,-0.05600014087993315,-0.07803795154647962,-0.16655416807978912,-0.016656283995645133,-0.0608114619109151,-0.05298509446163329,-0.032984692169566864,-0.010331795130133565,-5.083063256629949,-0.19069115630764655,-0.03790824253779045,-0.03536316152586645,0.09353623081388639,0.03980491685211063
